Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Month Name,Weekday,Profit Margin
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,55.0,300,165000,66000,40%,In-store,2021,8,3,August,Saturday,40.0
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,425,212500,74375,35%,In-store,2021,9,3,September,Monday,35.0
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,225,101250,35438,35%,In-store,2021,9,3,September,Monday,35.0004938271605
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Street Footwear,40.0,125,50000,20000,40%,In-store,2021,9,3,September,Monday,40.0
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,100,40000,16000,40%,In-store,2021,9,3,September,Monday,40.0
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,100,50000,15000,30%,In-store,2021,9,3,September,Monday,30.0
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Women's Apparel,55.0,200,110000,44000,40%,In-store,2021,9,3,September,Monday,40.0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Street Footwear,55.0,375,206250,72188,35%,In-store,2021,10,4,October,Friday,35.00024242424242
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,200,100000,35000,35%,In-store,2021,10,4,October,Friday,35.0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,100,50000,20000,40%,In-store,2021,10,4,October,Friday,40.0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,75,37500,15000,40%,In-store,2021,10,4,October,Friday,40.0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,60.0,75,45000,13500,30%,In-store,2021,10,4,October,Friday,30.0
Sports Direct,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Apparel,65.0,200,130000,52000,40%,In-store,2021,10,4,October,Friday,40.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Street Footwear,60.0,350,210000,73500,35%,In-store,2021,11,4,November,Sunday,35.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,225,112500,39375,35%,In-store,2021,11,4,November,Sunday,35.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,220,110000,44000,40%,In-store,2021,11,4,November,Sunday,40.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,200,100000,40000,40%,In-store,2021,11,4,November,Sunday,40.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Apparel,60.0,175,105000,31500,30%,In-store,2021,11,4,November,Sunday,30.0
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Apparel,65.0,275,178750,71500,40%,In-store,2021,11,4,November,Sunday,40.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Street Footwear,60.0,500,300000,105000,35%,In-store,2021,12,4,December,Monday,35.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,300,150000,52500,35%,In-store,2021,12,4,December,Monday,35.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Street Footwear,50.0,275,137500,55000,40%,In-store,2021,12,4,December,Monday,40.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50.0,225,112500,45000,40%,In-store,2021,12,4,December,Monday,40.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,60.0,225,135000,40500,30%,In-store,2021,12,4,December,Monday,30.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Apparel,65.0,325,211250,84500,40%,In-store,2021,12,4,December,Monday,40.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Street Footwear,40.0,450,180000,54000,30%,In-store,2021,1,1,January,Sunday,30.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,250,100000,30000,30%,In-store,2021,1,1,January,Sunday,30.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Street Footwear,30.0,250,75000,18750,25%,In-store,2021,1,1,January,Sunday,25.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,35.0,100,35000,8750,25%,In-store,2021,1,1,January,Sunday,25.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Apparel,50.0,150,75000,18750,25%,In-store,2021,1,1,January,Sunday,25.0
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Apparel,40.0,250,100000,30000,30%,In-store,2021,1,1,January,Sunday,30.0
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Street Footwear,40.0,500,200000,60000,30%,In-store,2021,2,1,February,Monday,30.0
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Athletic Footwear,40.0,150,60000,18000,30%,In-store,2021,2,1,February,Monday,30.0
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,30.0,200,60000,15000,25%,In-store,2021,2,1,February,Monday,25.0
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.0,250,87500,21875,25%,In-store,2021,2,1,February,Monday,25.0
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Men's Apparel,50.0,150,75000,18750,25%,In-store,2021,2,1,February,Monday,25.0
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Apparel,40.0,250,100000,30000,30%,In-store,2021,2,1,February,Monday,30.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Street Footwear,40.0,470,188000,56400,30%,In-store,2021,3,1,March,Saturday,30.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40.0,175,70000,21000,30%,In-store,2021,3,1,March,Saturday,30.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Street Footwear,30.0,200,60000,15000,25%,In-store,2021,3,1,March,Saturday,25.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.0,300,105000,26250,25%,In-store,2021,3,1,March,Saturday,25.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Apparel,50.0,100,50000,12500,25%,In-store,2021,3,1,March,Saturday,25.0
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,40.0,200,80000,24000,30%,In-store,2021,3,1,March,Saturday,30.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Street Footwear,40.0,450,180000,54000,30%,In-store,2021,4,2,April,Wednesday,30.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40.0,150,60000,18000,30%,In-store,2021,4,2,April,Wednesday,30.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Street Footwear,30.0,150,45000,11250,25%,In-store,2021,4,2,April,Wednesday,25.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.0,125,43750,10938,25%,In-store,2021,4,2,April,Wednesday,25.001142857142856
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Apparel,50.0,125,62500,15625,25%,In-store,2021,4,2,April,Wednesday,25.0
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Apparel,40.0,275,110000,33000,30%,In-store,2021,4,2,April,Wednesday,30.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,495,272250,81675,30%,In-store,2021,5,2,May,Thursday,30.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.0,200,100000,30000,30%,In-store,2021,5,2,May,Thursday,30.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,225,101250,25313,25%,In-store,2021,5,2,May,Thursday,25.00049382716049
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,175,78750,19688,25%,In-store,2021,5,2,May,Thursday,25.000634920634923
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Apparel,55.0,200,110000,27500,25%,In-store,2021,5,2,May,Thursday,25.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Apparel,60.0,325,195000,58500,30%,In-store,2021,5,2,May,Thursday,30.0
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,575,316250,94875,30%,In-store,2021,6,2,June,Tuesday,30.0
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.0,325,162500,48750,30%,In-store,2021,6,2,June,Tuesday,30.0
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,250,112500,28125,25%,In-store,2021,6,2,June,Tuesday,25.0
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,225,101250,25313,25%,In-store,2021,6,2,June,Tuesday,25.00049382716049
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Apparel,55.0,225,123750,30938,25%,In-store,2021,6,2,June,Tuesday,25.00040404040404
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Women's Apparel,60.0,375,225000,67500,30%,In-store,2021,6,2,June,Tuesday,30.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,600,330000,99000,30%,In-store,2021,7,3,July,Tuesday,30.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.0,350,175000,52500,30%,In-store,2021,7,3,July,Tuesday,30.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,275,123750,30938,25%,In-store,2021,7,3,July,Tuesday,25.00040404040404
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,225,101250,25313,25%,In-store,2021,7,3,July,Tuesday,25.00049382716049
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Apparel,55.0,250,137500,34375,25%,In-store,2021,7,3,July,Tuesday,25.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Apparel,60.0,425,255000,76500,30%,In-store,2021,7,3,July,Tuesday,30.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,575,316250,94875,30%,In-store,2021,8,3,August,Saturday,30.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.0,350,175000,52500,30%,In-store,2021,8,3,August,Saturday,30.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,275,123750,30938,25%,In-store,2021,8,3,August,Saturday,25.00040404040404
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,175,78750,19688,25%,In-store,2021,8,3,August,Saturday,25.000634920634923
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Apparel,55.0,150,82500,20625,25%,In-store,2021,8,3,August,Saturday,25.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Apparel,60.0,325,195000,58500,30%,In-store,2021,8,3,August,Saturday,30.0
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,450,247500,74250,30%,In-store,2021,9,3,September,Monday,30.0
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.0,250,125000,37500,30%,In-store,2021,9,3,September,Monday,30.0
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,150,67500,16875,25%,In-store,2021,9,3,September,Monday,25.0
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.0,125,56250,14063,25%,In-store,2021,9,3,September,Monday,25.000888888888888
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Apparel,55.0,125,68750,17188,25%,In-store,2021,9,3,September,Monday,25.000727272727275
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Apparel,60.0,225,135000,40500,30%,In-store,2021,9,3,September,Monday,30.0
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Street Footwear,60.0,400,240000,72000,30%,In-store,2021,10,4,October,Friday,30.0
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.0,225,123750,37125,30%,In-store,2021,10,4,October,Friday,30.0
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Street Footwear,55.0,125,68750,17188,25%,In-store,2021,10,4,October,Friday,25.000727272727275
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.0,100,55000,13750,25%,In-store,2021,10,4,October,Friday,25.0
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Apparel,65.0,100,65000,16250,25%,In-store,2021,10,4,October,Friday,25.0
Amazon,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Apparel,70.0,225,157500,47250,30%,In-store,2021,10,4,October,Friday,30.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Street Footwear,65.0,375,243750,73125,30%,In-store,2021,11,4,November,Sunday,30.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.0,300,165000,49500,30%,In-store,2021,11,4,November,Sunday,30.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Street Footwear,55.0,295,162250,40563,25%,In-store,2021,11,4,November,Sunday,25.000308166409862
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.0,275,151250,37813,25%,In-store,2021,11,4,November,Sunday,25.000330578512397
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Apparel,65.0,250,162500,40625,25%,In-store,2021,11,4,November,Sunday,25.0
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Women's Apparel,70.0,350,245000,73500,30%,In-store,2021,11,4,November,Sunday,30.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Street Footwear,65.0,575,373750,112125,30%,In-store,2021,12,4,December,Monday,30.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.0,375,206250,61875,30%,In-store,2021,12,4,December,Monday,30.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Street Footwear,55.0,350,192500,48125,25%,In-store,2021,12,4,December,Monday,25.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.0,300,165000,41250,25%,In-store,2021,12,4,December,Monday,25.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Apparel,65.0,300,195000,48750,25%,In-store,2021,12,4,December,Monday,25.0
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Apparel,70.0,400,280000,84000,30%,In-store,2021,12,4,December,Monday,30.0
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Street Footwear,45.0,525,236250,106313,45%,In-store,2021,1,1,January,Thursday,45.00021164021164
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45.0,325,146250,65813,45%,In-store,2021,1,1,January,Thursday,45.000341880341885
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Street Footwear,35.0,325,113750,39813,35%,In-store,2021,1,1,January,Thursday,35.00043956043956
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40.0,175,70000,24500,35%,In-store,2021,1,1,January,Thursday,35.0
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,55.0,225,123750,43313,35%,In-store,2021,1,1,January,Thursday,35.00040404040404
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Apparel,45.0,325,146250,58500,40%,In-store,2021,1,1,January,Thursday,40.0
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Street Footwear,45.0,575,258750,116438,45%,In-store,2021,2,1,February,Friday,45.00019323671498
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45.0,225,101250,45563,45%,In-store,2021,2,1,February,Friday,45.00049382716049
Amazon,1185732,2021-02-12,Northeast,Massachusetts,Boston,Women's Street Footwear,35.0,275,96250,33688,35%,In-store,2021,2,1,February,Friday,35.00051948051948
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,40.0,150,60000,21000,35%,In-store,2021,2,1,February,Friday,35.0
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Men's Apparel,55.0,225,123750,43313,35%,In-store,2021,2,1,February,Friday,35.00040404040404
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Apparel,45.0,325,146250,58500,40%,In-store,2021,2,1,February,Friday,40.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Street Footwear,45.0,545,245250,110363,45%,In-store,2021,3,1,March,Wednesday,45.00020387359837
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,250,112500,50625,45%,In-store,2021,3,1,March,Wednesday,45.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Street Footwear,35.0,275,96250,33688,35%,In-store,2021,3,1,March,Wednesday,35.00051948051948
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,40.0,125,50000,17500,35%,In-store,2021,3,1,March,Wednesday,35.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Apparel,55.0,175,96250,33688,35%,In-store,2021,3,1,March,Wednesday,35.00051948051948
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Apparel,45.0,275,123750,49500,40%,In-store,2021,3,1,March,Wednesday,40.0
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Street Footwear,45.0,525,236250,106313,45%,In-store,2021,4,2,April,Sunday,45.00021164021164
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,45.0,225,101250,45563,45%,In-store,2021,4,2,April,Sunday,45.00049382716049
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Street Footwear,35.0,225,78750,27563,35%,In-store,2021,4,2,April,Sunday,35.00063492063492
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,40.0,150,60000,21000,35%,In-store,2021,4,2,April,Sunday,35.0
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Apparel,55.0,150,82500,28875,35%,In-store,2021,4,2,April,Sunday,35.0
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Apparel,45.0,300,135000,54000,40%,In-store,2021,4,2,April,Sunday,40.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,570,342000,153900,45%,In-store,2021,5,2,May,Monday,45.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,275,151250,68063,45%,In-store,2021,5,2,May,Monday,45.0003305785124
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,300,150000,52500,35%,In-store,2021,5,2,May,Monday,35.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,250,125000,43750,35%,In-store,2021,5,2,May,Monday,35.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,60.0,275,165000,57750,35%,In-store,2021,5,2,May,Monday,35.0
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Apparel,65.0,400,260000,104000,40%,In-store,2021,5,2,May,Monday,40.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,650,390000,175500,45%,In-store,2021,6,2,June,Saturday,45.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,400,220000,99000,45%,In-store,2021,6,2,June,Saturday,45.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,325,162500,56875,35%,In-store,2021,6,2,June,Saturday,35.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,300,150000,52500,35%,In-store,2021,6,2,June,Saturday,35.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Apparel,60.0,300,180000,63000,35%,In-store,2021,6,2,June,Saturday,35.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Apparel,65.0,450,292500,117000,40%,In-store,2021,6,2,June,Saturday,40.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,675,405000,182250,45%,In-store,2021,7,3,July,Saturday,45.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,425,233750,105188,45%,In-store,2021,7,3,July,Saturday,45.000213903743315
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,350,175000,61250,35%,In-store,2021,7,3,July,Saturday,35.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,300,150000,52500,35%,In-store,2021,7,3,July,Saturday,35.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Apparel,60.0,325,195000,68250,35%,In-store,2021,7,3,July,Saturday,35.0
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Women's Apparel,65.0,500,325000,130000,40%,In-store,2021,7,3,July,Saturday,40.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,650,390000,175500,45%,In-store,2021,8,3,August,Wednesday,45.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,425,233750,105188,45%,In-store,2021,8,3,August,Wednesday,45.000213903743315
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,350,175000,61250,35%,In-store,2021,8,3,August,Wednesday,35.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,250,125000,43750,35%,In-store,2021,8,3,August,Wednesday,35.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Apparel,60.0,225,135000,47250,35%,In-store,2021,8,3,August,Wednesday,35.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,65.0,400,260000,104000,40%,In-store,2021,8,3,August,Wednesday,40.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,525,315000,141750,45%,In-store,2021,9,3,September,Friday,45.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,325,178750,80438,45%,In-store,2021,9,3,September,Friday,45.00027972027972
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,225,112500,39375,35%,In-store,2021,9,3,September,Friday,35.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,200,100000,35000,35%,In-store,2021,9,3,September,Friday,35.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Apparel,60.0,200,120000,42000,35%,In-store,2021,9,3,September,Friday,35.0
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Apparel,65.0,300,195000,78000,40%,In-store,2021,9,3,September,Friday,40.0
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Street Footwear,65.0,475,308750,138938,45%,In-store,2021,10,4,October,Tuesday,45.00016194331984
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,300,180000,81000,45%,In-store,2021,10,4,October,Tuesday,45.0
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,60.0,200,120000,42000,35%,In-store,2021,10,4,October,Tuesday,35.0
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,175,105000,36750,35%,In-store,2021,10,4,October,Tuesday,35.0
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Apparel,70.0,175,122500,42875,35%,In-store,2021,10,4,October,Tuesday,35.0
West Gear,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,75.0,300,225000,90000,40%,In-store,2021,10,4,October,Tuesday,40.0
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Street Footwear,70.0,450,315000,141750,45%,In-store,2021,11,4,November,Thursday,45.0
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,325,195000,87750,45%,In-store,2021,11,4,November,Thursday,45.0
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Street Footwear,60.0,320,192000,67200,35%,In-store,2021,11,4,November,Thursday,35.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,300,180000,63000,35%,In-store,2021,11,4,November,Thursday,35.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Apparel,70.0,275,192500,67375,35%,In-store,2021,11,4,November,Thursday,35.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Apparel,75.0,375,281250,112500,40%,In-store,2021,11,4,November,Thursday,40.0
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Street Footwear,70.0,600,420000,189000,45%,In-store,2021,12,4,December,Friday,45.0
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,400,240000,108000,45%,In-store,2021,12,4,December,Friday,45.0
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Street Footwear,60.0,375,225000,78750,35%,In-store,2021,12,4,December,Friday,35.0
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,325,195000,68250,35%,In-store,2021,12,4,December,Friday,35.0
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Apparel,70.0,325,227500,79625,35%,In-store,2021,12,4,December,Friday,35.0
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Apparel,75.0,425,318750,127500,40%,In-store,2021,12,4,December,Friday,40.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Street Footwear,50.0,525,262500,105000,40%,In-store,2021,1,1,January,Thursday,40.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.0,325,162500,65000,40%,In-store,2021,1,1,January,Thursday,40.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,325,130000,39000,30%,In-store,2021,1,1,January,Thursday,30.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,45.0,175,78750,23625,30%,In-store,2021,1,1,January,Thursday,30.0
